corp_code,corp_name,corp_name_eng,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt,longitude,latitude,corp_depth1_cd,corp_depth1_nm,corp_depth2_cd,corp_depth2_nm,corp_depth3_cd,corp_depth3_nm,corp_depth4_cd,corp_depth4_nm,corp_depth5_cd,corp_depth5_nm,ctp_cd,ctp_nm,sig_cd,sig_nm,emd_cd,emd_nm
259493,(주)씨엘엘씨디,"CL LCD CO., LTD.",035710,이양호,E,1101111053935.0,2118642297,서울특별시 송파구 가락본동 120-1 성호빌딩 3충 ,www.cllcd.co.kr,,02-3401-9048,02-3401-9049,47919.0,19940705.0,12.0,,,47.0,소매업; 자동차 제외,479.0,무점포 소매업,4791.0,통신 판매업,47919.0,기타 통신 판매업,,,1100000000,서울특별시,1171000000,송파구,1171000000,
359641,(주)현대푸드시스템,HYUNDAI FOOD SYSTEM,114410,이규성,E,1345110037695.0,1358135309,서울특별시 강동구 암사동 선사로 111번지 ,www.hyundaifoodsystem.com,,3015-0241,02-3448-2230,56130.0,19991223.0,12.0,,,56.0,음식점 및 주점업,561.0,음식점업,5613.0,기관 구내식당업,56130.0,기관 구내식당업,,,1100000000,서울특별시,1174000000,강동구,1174010700,암사동
161639,메리츠종합금융(주),Meritz Investment Bank,012420,김동훈,E,1101110216360.0,2018105382,서울특별시 중구 태평로1가 84번지 서울파이낸스센터 5층,www.imeritzbank.com,,02-777-7711,(02)777-7710,64919.0,19770713.0,3.0,126.977739578862,37.5684277164712,64.0,금융업,649.0,기타 금융업,6491.0,여신금융업,64919.0,그 외 기타 여신금융업,,,1100000000,서울특별시,1114000000,중구,1114010300,태평로1가
211271,제넥셀세인(주),GENEXEL-SEIN INC.,034660,이 문 일,E,1341110030316.0,1388103183,대전광역시 유성구 구성동 23 한국과학기술원 E18동 2층 ,www.genexel.com,,02 - 575 - 1141,02-2090-1999,27111.0,19900211.0,12.0,127.36389879557,36.3688611943266,27.0,"의료, 정밀, 광학기기 및 시계 제조업",271.0,의료용 기기 제조업,2711.0,방사선 장치 및 전기식 진단 기기 제조업,27111.0,방사선 장치 제조업,,,3000000000,대전광역시,3020000000,유성구,3020012400,구성동
388272,(주)쓰리디월드,"3D world Co., Ltd.",065340,문용훈 (단독대표),E,1341110072649.0,1238155559,서울특별시 금천구 가산동 680번지 우림라이온스밸리2차 7층 ,www.dmtechnology.co.kr,,02-864-2975,02-864-2976,26.0,20000320.0,12.0,126.888325559629,37.4668308071783,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,1100000000,서울특별시,1154500000,금천구,1154510100,가산동
264796,(주)스톰이앤에프,"Stom EnF Co.,Ltd.",043680,이준,E,1601110041733.0,3148109777,서울특별시 강남구 논현동 267-15 봄빌딩 B동 ,www.dechocolateentf.com,,02-513-5000,02-549-4600,5911.0,19940819.0,12.0,127.042539078474,37.5128959636207,59.0,영상ㆍ오디오 기록물 제작 및 배급업,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911.0,"영화, 비디오물 및 방송프로그램 제작업",,,,,1100000000,서울특별시,1168000000,강남구,1168010800,논현동
134909,(주)소예,SOYEA Corporation,035010,이재성,E,1311110002045.0,1298102424,경기도 성남시 분당구 서현동 254-4 여암빌딩 3층 ,www.soyea.com,,031-740-4220,031-744-0312,467.0,19740307.0,6.0,127.123130603624,37.3876679916937,46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,,,,,,,4100000000,경기도,4113500000,성남시,4113510500,분당구 서현동
236368,(주)엠엔에프씨,"M&FC CO.,LTD.",048640,조성우 단독대표,E,1648110007452.0,3128117946,서울특별시 마포구 상암동 디엠씨비6-2 트루텍빌딩4층 ,www.dong-woo.com,,031-650-2200,-    -,22214.0,19941212.0,12.0,,,22.0,고무 및 플라스틱제품 제조업,222.0,플라스틱제품 제조업,2221.0,1차 플라스틱제품 제조업,22214.0,플라스틱 합성피혁 제조업,,,1100000000,서울특별시,1144000000,마포구,1144012700,상암동
684547,하이트맥주(주),"HITE BREWERY CO., LTD.",103150,"박문덕, 김지현",E,1101113927427.0,2118815168,서울특별시 강남구 청담동 132-12,-,,3219-0114,02-515-0006,11.0,20080701.0,12.0,127.056790498223,37.5217247598802,11.0,음료 제조업,,,,,,,,,1100000000,서울특별시,1168000000,강남구,1168010400,청담동
251385,(주)보광티에스,"Bokwang TS Co.,LTD.",066690, 손 성 욱,E,1746110032166.0,5068128617,경상북도 칠곡군 석적면 중리 408-1 ,bkts.co.kr,,02-6093-0165,02-546-3678,2592.0,19980510.0,12.0,128.407481686986,36.0849546027329,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속가공업",,,,,4700000000,경상북도,4785000000,칠곡군,4785000000,
262682,(주)아인스엠앤엠,"Ein's M&M CO., LTD",040740,김수겸,E,1101111697832.0,2208161779,서울특별시 강남구 논현동 231-13 팍스타워 5층 ,www.taewon.com,,(02)2017-0000,02-3448-0139,59111.0,19990514.0,12.0,127.03657310769,37.5100468234483,59.0,영상ㆍ오디오 기록물 제작 및 배급업,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911.0,"영화, 비디오물 및 방송프로그램 제작업",59111.0,일반 영화 및 비디오물 제작업,,,1100000000,서울특별시,1168000000,강남구,1168010800,논현동
234555,씨엔씨엔터프라이즈(주),"C&C ENTERPRISE CO.,LTD",038420,임신상,E,1101111044182.0,1208162556,서울특별시 서초구 양재동 2-44 서원빌딩 3층,www.cncen.com,,070-7405-9723,02-542-2192,292.0,19940608.0,12.0,127.041343274276,37.4847669733126,29.0,기타 기계 및 장비 제조업,292.0,특수 목적용 기계 제조업,,,,,,,1100000000,서울특별시,1165000000,서초구,1165010200,양재동
507257,(주)아이알디,"International Resources Development Co.,Ltd",084810,권오남,E,1101111775745.0,2148638583,충청남도 천안시 성정동 1268번지 ,www.e-ird.com,,041-551-0185,02-554-9468,29271.0,19990917.0,12.0,127.135565779479,36.8264471698089,29.0,기타 기계 및 장비 제조업,292.0,특수 목적용 기계 제조업,2927.0,반도체 및 디스플레이 제조용 기계 제조업,29271.0,반도체 제조용 기계 제조업,,,4400000000,충청남도,4413000000,천안시,4413000000,
417963,(주)바이나믹,"BYNAMIC CO., LTD.",067850,오승석,E,1101111774622.0,2208167263,서울특별시 강남구 역삼동 830-9 영광빌딩 3층 ,www.yellowfilm.com,,02-511-7747,02-511-6636,59114.0,19990916.0,12.0,127.031496266363,37.494921211278,59.0,영상ㆍ오디오 기록물 제작 및 배급업,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",5911.0,"영화, 비디오물 및 방송프로그램 제작업",59114.0,방송 프로그램 제작업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
543523,(주)코크렙제7호위탁관리부동산투자회사,KOCREF REIT 7,086720,이광옥,E,1101113329631.0,1078670548,서울특별시 강남구 역삼동 736-1,-,,02-787-0063,786-6622,68112.0,20051025.0,4.0,127.034898308484,37.4997200069753,68.0,부동산업,681.0,부동산 임대 및 공급업,6811.0,부동산 임대업,68112.0,비주거용 건물 임대업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
300566,엔빅스(주),"ENBIGS Co., Ltd.",054170,이명노,E,1101110890023.0,1168147366,서울특별시 영등포구 여의도동 14-3 엔빅스빌딩 ,www.enbigs.com,,02-3787-3787,02)3775-3983,62021.0,19920917.0,12.0,126.919963300414,37.5303059520401,62.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202.0,"컴퓨터시스템 통합 자문, 구축 및 관리업",62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,,,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동
299376,(주)선팩테크,"SUNPACKTECH CO., LTD.",054010,최민석,E,1701110116964.0,5038132918,강원도 횡성군 공근면 초원리 660-1 ,www.ubtron.net,,070-8644-5100,054-473-5984,2629.0,19970225.0,12.0,127.91229741445,37.5302751800505,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262.0,전자부품 제조업,2629.0,기타 전자부품 제조업,,,,,,,,,,
112068,마이크로닉스(주),MICRONIX CO,001190,이한영,E,1901110000155.0,3018120252,충청북도 진천군 이월면 미잠리 122-23,www.daeyu.com,,02-3438-0700,02-544-5118,13109.0,19540507.0,12.0,127.471396224732,36.9278893512124,13.0,섬유제품 제조업; 의복제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13109.0,기타 방적업,,,4300000000,충청북도,4375000000,진천군,4375035029,이월면 미잠리
257194,(주)블루스톤디앤아이,"Blue Stone D&I Co., Ltd.",033720,"김영렬, 김영기",E,1101110850382.0,1208151379,서울특별시 강남구 역삼동 607-13 삼정빌딩((주)아윌패스 빌딩) 5층 ,www.intus.co.kr,,02  -508 -1700,02  -516 -1539,58221.0,19920410.0,12.0,127.034394178,37.5054365854223,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
